iid,wave,gender,age,race,field_cd,race_p,field_cd_p,match,attr1_1,sinc1_1,fun1_1,amb1_1,shar1_1
7,1,0,22.0,4.0,1.0,2.0,8.0,0,15.0,15.0,20.0,15.0,10.0
7,1,0,22.0,4.0,1.0,2.0,8.0,1,15.0,15.0,20.0,15.0,10.0
7,1,0,22.0,4.0,1.0,2.0,8.0,0,15.0,15.0,20.0,15.0,10.0
8,1,0,25.0,2.0,13.0,2.0,8.0,0,9.09,18.18,18.18,18.18,9.09
8,1,0,25.0,2.0,13.0,2.0,1.0,1,9.09,18.18,18.18,18.18,9.09
8,1,0,25.0,2.0,13.0,4.0,1.0,1,9.09,18.18,18.18,18.18,9.09
8,1,0,25.0,2.0,13.0,2.0,1.0,1,9.09,18.18,18.18,18.18,9.09
8,1,0,25.0,2.0,13.0,3.0,1.0,1,9.09,18.18,18.18,18.18,9.09
8,1,0,25.0,2.0,13.0,2.0,8.0,1,9.09,18.18,18.18,18.18,9.09
8,1,0,25.0,2.0,13.0,2.0,13.0,0,9.09,18.18,18.18,18.18,9.09
8,1,0,25.0,2.0,13.0,2.0,8.0,1,9.09,18.18,18.18,18.18,9.09
8,1,0,25.0,2.0,13.0,2.0,8.0,1,9.09,18.18,18.18,18.18,9.09
8,1,0,25.0,2.0,13.0,2.0,8.0,1,9.09,18.18,18.18,18.18,9.09
9,1,0,26.0,6.0,13.0,2.0,8.0,0,20.0,10.0,30.0,10.0,10.0
9,1,0,26.0,6.0,13.0,2.0,1.0,1,20.0,10.0,30.0,10.0,10.0
9,1,0,26.0,6.0,13.0,4.0,1.0,1,20.0,10.0,30.0,10.0,10.0
9,1,0,26.0,6.0,13.0,2.0,1.0,1,20.0,10.0,30.0,10.0,10.0
9,1,0,26.0,6.0,13.0,3.0,1.0,1,20.0,10.0,30.0,10.0,10.0
9,1,0,26.0,6.0,13.0,2.0,8.0,1,20.0,10.0,30.0,10.0,10.0
9,1,0,26.0,6.0,13.0,2.0,13.0,1,20.0,10.0,30.0,10.0,10.0
9,1,0,26.0,6.0,13.0,2.0,8.0,0,20.0,10.0,30.0,10.0,10.0
9,1,0,26.0,6.0,13.0,2.0,8.0,1,20.0,10.0,30.0,10.0,10.0
9,1,0,26.0,6.0,13.0,2.0,8.0,0,20.0,10.0,30.0,10.0,10.0
10,1,0,26.0,2.0,13.0,2.0,8.0,0,15.0,15.0,40.0,10.0,5.0
10,1,0,26.0,2.0,13.0,2.0,1.0,0,15.0,15.0,40.0,10.0,5.0
10,1,0,26.0,2.0,13.0,4.0,1.0,1,15.0,15.0,40.0,10.0,5.0
10,1,0,26.0,2.0,13.0,2.0,1.0,0,15.0,15.0,40.0,10.0,5.0
10,1,0,26.0,2.0,13.0,3.0,1.0,0,15.0,15.0,40.0,10.0,5.0
10,1,0,26.0,2.0,13.0,2.0,8.0,0,15.0,15.0,40.0,10.0,5.0
10,1,0,26.0,2.0,13.0,2.0,13.0,0,15.0,15.0,40.0,10.0,5.0
10,1,0,26.0,2.0,13.0,2.0,8.0,0,15.0,15.0,40.0,10.0,5.0
10,1,0,26.0,2.0,13.0,2.0,8.0,1,15.0,15.0,40.0,10.0,5.0
10,1,0,26.0,2.0,13.0,2.0,8.0,0,15.0,15.0,40.0,10.0,5.0
11,1,1,27.0,2.0,8.0,4.0,1.0,0,35.0,20.0,20.0,0.0,5.0
11,1,1,27.0,2.0,8.0,2.0,1.0,0,35.0,20.0,20.0,0.0,5.0
11,1,1,27.0,2.0,8.0,2.0,2.0,0,35.0,20.0,20.0,0.0,5.0
11,1,1,27.0,2.0,8.0,2.0,1.0,0,35.0,20.0,20.0,0.0,5.0
11,1,1,27.0,2.0,8.0,2.0,1.0,0,35.0,20.0,20.0,0.0,5.0
11,1,1,27.0,2.0,8.0,4.0,1.0,0,35.0,20.0,20.0,0.0,5.0
11,1,1,27.0,2.0,8.0,4.0,1.0,0,35.0,20.0,20.0,0.0,5.0
11,1,1,27.0,2.0,8.0,2.0,13.0,0,35.0,20.0,20.0,0.0,5.0
11,1,1,27.0,2.0,8.0,6.0,13.0,0,35.0,20.0,20.0,0.0,5.0
11,1,1,27.0,2.0,8.0,2.0,13.0,0,35.0,20.0,20.0,0.0,5.0
12,1,1,22.0,2.0,1.0,4.0,1.0,0,60.0,0.0,40.0,0.0,0.0
12,1,1,22.0,2.0,1.0,2.0,1.0,0,60.0,0.0,40.0,0.0,0.0
12,1,1,22.0,2.0,1.0,2.0,2.0,0,60.0,0.0,40.0,0.0,0.0
12,1,1,22.0,2.0,1.0,2.0,1.0,0,60.0,0.0,40.0,0.0,0.0
12,1,1,22.0,2.0,1.0,2.0,1.0,0,60.0,0.0,40.0,0.0,0.0
12,1,1,22.0,2.0,1.0,4.0,1.0,0,60.0,0.0,40.0,0.0,0.0
12,1,1,22.0,2.0,1.0,4.0,1.0,0,60.0,0.0,40.0,0.0,0.0
12,1,1,22.0,2.0,1.0,2.0,13.0,1,60.0,0.0,40.0,0.0,0.0
12,1,1,22.0,2.0,1.0,6.0,13.0,1,60.0,0.0,40.0,0.0,0.0
12,1,1,22.0,2.0,1.0,2.0,13.0,0,60.0,0.0,40.0,0.0,0.0
13,1,1,22.0,4.0,1.0,4.0,1.0,1,19.0,18.0,18.0,14.0,12.0
13,1,1,22.0,4.0,1.0,2.0,1.0,0,19.0,18.0,18.0,14.0,12.0
13,1,1,22.0,4.0,1.0,2.0,2.0,0,19.0,18.0,18.0,14.0,12.0
13,1,1,22.0,4.0,1.0,2.0,1.0,0,19.0,18.0,18.0,14.0,12.0
13,1,1,22.0,4.0,1.0,2.0,1.0,0,19.0,18.0,18.0,14.0,12.0
13,1,1,22.0,4.0,1.0,4.0,1.0,0,19.0,18.0,18.0,14.0,12.0
13,1,1,22.0,4.0,1.0,4.0,1.0,0,19.0,18.0,18.0,14.0,12.0
13,1,1,22.0,4.0,1.0,2.0,13.0,1,19.0,18.0,18.0,14.0,12.0
13,1,1,22.0,4.0,1.0,6.0,13.0,1,19.0,18.0,18.0,14.0,12.0
13,1,1,22.0,4.0,1.0,2.0,13.0,1,19.0,18.0,18.0,14.0,12.0
14,1,1,23.0,2.0,1.0,4.0,1.0,1,30.0,5.0,40.0,5.0,5.0
14,1,1,23.0,2.0,1.0,2.0,1.0,1,30.0,5.0,40.0,5.0,5.0
14,1,1,23.0,2.0,1.0,2.0,2.0,0,30.0,5.0,40.0,5.0,5.0
14,1,1,23.0,2.0,1.0,2.0,1.0,1,30.0,5.0,40.0,5.0,5.0
14,1,1,23.0,2.0,1.0,2.0,1.0,1,30.0,5.0,40.0,5.0,5.0
14,1,1,23.0,2.0,1.0,4.0,1.0,1,30.0,5.0,40.0,5.0,5.0
14,1,1,23.0,2.0,1.0,4.0,1.0,1,30.0,5.0,40.0,5.0,5.0
14,1,1,23.0,2.0,1.0,2.0,13.0,1,30.0,5.0,40.0,5.0,5.0
14,1,1,23.0,2.0,1.0,6.0,13.0,1,30.0,5.0,40.0,5.0,5.0
14,1,1,23.0,2.0,1.0,2.0,13.0,0,30.0,5.0,40.0,5.0,5.0
15,1,1,24.0,3.0,1.0,4.0,1.0,1,30.0,10.0,10.0,10.0,20.0
15,1,1,24.0,3.0,1.0,2.0,1.0,0,30.0,10.0,10.0,10.0,20.0
15,1,1,24.0,3.0,1.0,2.0,2.0,0,30.0,10.0,10.0,10.0,20.0
15,1,1,24.0,3.0,1.0,2.0,1.0,0,30.0,10.0,10.0,10.0,20.0
15,1,1,24.0,3.0,1.0,2.0,1.0,0,30.0,10.0,10.0,10.0,20.0
15,1,1,24.0,3.0,1.0,4.0,1.0,0,30.0,10.0,10.0,10.0,20.0
15,1,1,24.0,3.0,1.0,4.0,1.0,0,30.0,10.0,10.0,10.0,20.0
15,1,1,24.0,3.0,1.0,2.0,13.0,1,30.0,10.0,10.0,10.0,20.0
15,1,1,24.0,3.0,1.0,6.0,13.0,1,30.0,10.0,10.0,10.0,20.0
15,1,1,24.0,3.0,1.0,2.0,13.0,0,30.0,10.0,10.0,10.0,20.0
16,1,1,25.0,2.0,8.0,4.0,1.0,0,50.0,0.0,10.0,0.0,10.0
16,1,1,25.0,2.0,8.0,2.0,1.0,0,50.0,0.0,10.0,0.0,10.0
16,1,1,25.0,2.0,8.0,2.0,2.0,0,50.0,0.0,10.0,0.0,10.0
16,1,1,25.0,2.0,8.0,2.0,1.0,0,50.0,0.0,10.0,0.0,10.0
16,1,1,25.0,2.0,8.0,2.0,1.0,0,50.0,0.0,10.0,0.0,10.0
16,1,1,25.0,2.0,8.0,4.0,1.0,0,50.0,0.0,10.0,0.0,10.0
16,1,1,25.0,2.0,8.0,4.0,1.0,0,50.0,0.0,10.0,0.0,10.0
16,1,1,25.0,2.0,8.0,2.0,13.0,1,50.0,0.0,10.0,0.0,10.0
16,1,1,25.0,2.0,8.0,6.0,13.0,1,50.0,0.0,10.0,0.0,10.0
16,1,1,25.0,2.0,8.0,2.0,13.0,0,50.0,0.0,10.0,0.0,10.0
17,1,1,30.0,2.0,13.0,4.0,1.0,0,35.0,15.0,10.0,5.0,10.0
17,1,1,30.0,2.0,13.0,2.0,1.0,0,35.0,15.0,10.0,5.0,10.0
17,1,1,30.0,2.0,13.0,2.0,2.0,0,35.0,15.0,10.0,5.0,10.0
17,1,1,30.0,2.0,13.0,2.0,1.0,0,35.0,15.0,10.0,5.0,10.0
17,1,1,30.0,2.0,13.0,2.0,1.0,0,35.0,15.0,10.0,5.0,10.0
17,1,1,30.0,2.0,13.0,4.0,1.0,0,35.0,15.0,10.0,5.0,10.0
17,1,1,30.0,2.0,13.0,4.0,1.0,0,35.0,15.0,10.0,5.0,10.0
17,1,1,30.0,2.0,13.0,2.0,13.0,0,35.0,15.0,10.0,5.0,10.0
17,1,1,30.0,2.0,13.0,6.0,13.0,1,35.0,15.0,10.0,5.0,10.0
17,1,1,30.0,2.0,13.0,2.0,13.0,0,35.0,15.0,10.0,5.0,10.0
18,1,1,27.0,2.0,8.0,4.0,1.0,0,33.33,11.11,11.11,11.11,22.22
18,1,1,27.0,2.0,8.0,2.0,1.0,0,33.33,11.11,11.11,11.11,22.22
18,1,1,27.0,2.0,8.0,2.0,2.0,0,33.33,11.11,11.11,11.11,22.22
18,1,1,27.0,2.0,8.0,2.0,1.0,0,33.33,11.11,11.11,11.11,22.22
18,1,1,27.0,2.0,8.0,2.0,1.0,0,33.33,11.11,11.11,11.11,22.22
18,1,1,27.0,2.0,8.0,4.0,1.0,0,33.33,11.11,11.11,11.11,22.22
18,1,1,27.0,2.0,8.0,4.0,1.0,0,33.33,11.11,11.11,11.11,22.22
18,1,1,27.0,2.0,8.0,2.0,13.0,1,33.33,11.11,11.11,11.11,22.22
18,1,1,27.0,2.0,8.0,6.0,13.0,0,33.33,11.11,11.11,11.11,22.22
18,1,1,27.0,2.0,8.0,2.0,13.0,0,33.33,11.11,11.11,11.11,22.22
19,1,1,28.0,2.0,8.0,4.0,1.0,1,50.0,0.0,10.0,0.0,15.0
19,1,1,28.0,2.0,8.0,2.0,1.0,1,50.0,0.0,10.0,0.0,15.0
19,1,1,28.0,2.0,8.0,2.0,2.0,0,50.0,0.0,10.0,0.0,15.0
19,1,1,28.0,2.0,8.0,2.0,1.0,1,50.0,0.0,10.0,0.0,15.0
19,1,1,28.0,2.0,8.0,2.0,1.0,1,50.0,0.0,10.0,0.0,15.0
19,1,1,28.0,2.0,8.0,4.0,1.0,1,50.0,0.0,10.0,0.0,15.0
19,1,1,28.0,2.0,8.0,4.0,1.0,1,50.0,0.0,10.0,0.0,15.0
19,1,1,28.0,2.0,8.0,2.0,13.0,1,50.0,0.0,10.0,0.0,15.0
19,1,1,28.0,2.0,8.0,6.0,13.0,1,50.0,0.0,10.0,0.0,15.0
19,1,1,28.0,2.0,8.0,2.0,13.0,1,50.0,0.0,10.0,0.0,15.0
20,1,1,24.0,2.0,8.0,4.0,1.0,0,100.0,0.0,0.0,0.0,0.0
20,1,1,24.0,2.0,8.0,2.0,1.0,0,100.0,0.0,0.0,0.0,0.0
20,1,1,24.0,2.0,8.0,2.0,2.0,0,100.0,0.0,0.0,0.0,0.0
20,1,1,24.0,2.0,8.0,2.0,1.0,0,100.0,0.0,0.0,0.0,0.0
20,1,1,24.0,2.0,8.0,2.0,1.0,0,100.0,0.0,0.0,0.0,0.0
20,1,1,24.0,2.0,8.0,4.0,1.0,0,100.0,0.0,0.0,0.0,0.0
20,1,1,24.0,2.0,8.0,4.0,1.0,0,100.0,0.0,0.0,0.0,0.0
20,1,1,24.0,2.0,8.0,2.0,13.0,1,100.0,0.0,0.0,0.0,0.0
20,1,1,24.0,2.0,8.0,6.0,13.0,0,100.0,0.0,0.0,0.0,0.0
20,1,1,24.0,2.0,8.0,2.0,13.0,0,100.0,0.0,0.0,0.0,0.0
21,2,0,21.0,4.0,5.0,4.0,1.0,0,12.0,18.0,16.0,16.0,18.0
21,2,0,21.0,4.0,5.0,4.0,5.0,0,12.0,18.0,16.0,16.0,18.0
21,2,0,21.0,4.0,5.0,2.0,8.0,0,12.0,18.0,16.0,16.0,18.0
21,2,0,21.0,4.0,5.0,2.0,3.0,0,12.0,18.0,16.0,16.0,18.0
21,2,0,21.0,4.0,5.0,2.0,8.0,0,12.0,18.0,16.0,16.0,18.0
21,2,0,21.0,4.0,5.0,2.0,8.0,0,12.0,18.0,16.0,16.0,18.0
21,2,0,21.0,4.0,5.0,2.0,8.0,0,12.0,18.0,16.0,16.0,18.0
21,2,0,21.0,4.0,5.0,2.0,12.0,0,12.0,18.0,16.0,16.0,18.0
21,2,0,21.0,4.0,5.0,4.0,8.0,0,12.0,18.0,16.0,16.0,18.0
21,2,0,21.0,4.0,5.0,1.0,1.0,0,12.0,18.0,16.0,16.0,18.0
21,2,0,21.0,4.0,5.0,2.0,1.0,0,12.0,18.0,16.0,16.0,18.0
21,2,0,21.0,4.0,5.0,2.0,1.0,0,12.0,18.0,16.0,16.0,18.0
21,2,0,21.0,4.0,5.0,2.0,4.0,0,12.0,18.0,16.0,16.0,18.0
21,2,0,21.0,4.0,5.0,2.0,8.0,0,12.0,18.0,16.0,16.0,18.0
21,2,0,21.0,4.0,5.0,1.0,1.0,0,12.0,18.0,16.0,16.0,18.0
22,2,0,27.0,1.0,9.0,4.0,1.0,0,20.0,20.0,10.0,10.0,20.0
22,2,0,27.0,1.0,9.0,4.0,5.0,0,20.0,20.0,10.0,10.0,20.0
22,2,0,27.0,1.0,9.0,2.0,8.0,0,20.0,20.0,10.0,10.0,20.0
22,2,0,27.0,1.0,9.0,2.0,3.0,1,20.0,20.0,10.0,10.0,20.0
22,2,0,27.0,1.0,9.0,2.0,8.0,1,20.0,20.0,10.0,10.0,20.0
22,2,0,27.0,1.0,9.0,2.0,8.0,0,20.0,20.0,10.0,10.0,20.0
22,2,0,27.0,1.0,9.0,2.0,8.0,0,20.0,20.0,10.0,10.0,20.0
22,2,0,27.0,1.0,9.0,2.0,12.0,0,20.0,20.0,10.0,10.0,20.0
22,2,0,27.0,1.0,9.0,4.0,8.0,0,20.0,20.0,10.0,10.0,20.0
22,2,0,27.0,1.0,9.0,1.0,1.0,0,20.0,20.0,10.0,10.0,20.0
22,2,0,27.0,1.0,9.0,2.0,1.0,0,20.0,20.0,10.0,10.0,20.0
22,2,0,27.0,1.0,9.0,2.0,1.0,0,20.0,20.0,10.0,10.0,20.0
22,2,0,27.0,1.0,9.0,2.0,4.0,0,20.0,20.0,10.0,10.0,20.0
22,2,0,27.0,1.0,9.0,2.0,8.0,0,20.0,20.0,10.0,10.0,20.0
22,2,0,27.0,1.0,9.0,1.0,1.0,0,20.0,20.0,10.0,10.0,20.0
23,2,0,21.0,4.0,3.0,4.0,1.0,0,10.0,20.0,10.0,10.0,10.0
23,2,0,21.0,4.0,3.0,4.0,5.0,0,10.0,20.0,10.0,10.0,10.0
23,2,0,21.0,4.0,3.0,2.0,8.0,1,10.0,20.0,10.0,10.0,10.0
23,2,0,21.0,4.0,3.0,2.0,3.0,1,10.0,20.0,10.0,10.0,10.0
23,2,0,21.0,4.0,3.0,2.0,8.0,1,10.0,20.0,10.0,10.0,10.0
23,2,0,21.0,4.0,3.0,2.0,8.0,0,10.0,20.0,10.0,10.0,10.0
23,2,0,21.0,4.0,3.0,2.0,8.0,0,10.0,20.0,10.0,10.0,10.0
23,2,0,21.0,4.0,3.0,2.0,12.0,0,10.0,20.0,10.0,10.0,10.0
23,2,0,21.0,4.0,3.0,4.0,8.0,0,10.0,20.0,10.0,10.0,10.0
23,2,0,21.0,4.0,3.0,1.0,1.0,0,10.0,20.0,10.0,10.0,10.0
23,2,0,21.0,4.0,3.0,2.0,1.0,0,10.0,20.0,10.0,10.0,10.0
23,2,0,21.0,4.0,3.0,2.0,1.0,0,10.0,20.0,10.0,10.0,10.0
23,2,0,21.0,4.0,3.0,2.0,4.0,0,10.0,20.0,10.0,10.0,10.0
23,2,0,21.0,4.0,3.0,2.0,8.0,0,10.0,20.0,10.0,10.0,10.0
23,2,0,21.0,4.0,3.0,1.0,1.0,0,10.0,20.0,10.0,10.0,10.0
24,2,0,27.0,2.0,11.0,4.0,1.0,0,10.0,20.0,15.0,20.0,15.0
24,2,0,27.0,2.0,11.0,4.0,5.0,0,10.0,20.0,15.0,20.0,15.0
24,2,0,27.0,2.0,11.0,2.0,8.0,0,10.0,20.0,15.0,20.0,15.0
24,2,0,27.0,2.0,11.0,2.0,3.0,0,10.0,20.0,15.0,20.0,15.0
24,2,0,27.0,2.0,11.0,2.0,8.0,0,10.0,20.0,15.0,20.0,15.0
24,2,0,27.0,2.0,11.0,2.0,8.0,0,10.0,20.0,15.0,20.0,15.0
24,2,0,27.0,2.0,11.0,2.0,8.0,0,10.0,20.0,15.0,20.0,15.0
24,2,0,27.0,2.0,11.0,2.0,12.0,0,10.0,20.0,15.0,20.0,15.0
24,2,0,27.0,2.0,11.0,4.0,8.0,0,10.0,20.0,15.0,20.0,15.0
24,2,0,27.0,2.0,11.0,1.0,1.0,0,10.0,20.0,15.0,20.0,15.0
24,2,0,27.0,2.0,11.0,2.0,1.0,0,10.0,20.0,15.0,20.0,15.0
24,2,0,27.0,2.0,11.0,2.0,1.0,0,10.0,20.0,15.0,20.0,15.0
24,2,0,27.0,2.0,11.0,2.0,4.0,0,10.0,20.0,15.0,20.0,15.0
24,2,0,27.0,2.0,11.0,2.0,8.0,0,10.0,20.0,15.0,20.0,15.0
24,2,0,27.0,2.0,11.0,1.0,1.0,0,10.0,20.0,15.0,20.0,15.0
25,2,0,25.0,2.0,11.0,4.0,1.0,0,20.0,20.0,15.0,15.0,15.0
25,2,0,25.0,2.0,11.0,4.0,5.0,0,20.0,20.0,15.0,15.0,15.0
25,2,0,25.0,2.0,11.0,2.0,8.0,0,20.0,20.0,15.0,15.0,15.0
25,2,0,25.0,2.0,11.0,2.0,3.0,0,20.0,20.0,15.0,15.0,15.0
25,2,0,25.0,2.0,11.0,2.0,8.0,0,20.0,20.0,15.0,15.0,15.0
25,2,0,25.0,2.0,11.0,2.0,8.0,0,20.0,20.0,15.0,15.0,15.0
25,2,0,25.0,2.0,11.0,2.0,8.0,0,20.0,20.0,15.0,15.0,15.0
25,2,0,25.0,2.0,11.0,2.0,12.0,0,20.0,20.0,15.0,15.0,15.0
25,2,0,25.0,2.0,11.0,4.0,8.0,0,20.0,20.0,15.0,15.0,15.0
25,2,0,25.0,2.0,11.0,1.0,1.0,0,20.0,20.0,15.0,15.0,15.0
25,2,0,25.0,2.0,11.0,2.0,1.0,0,20.0,20.0,15.0,15.0,15.0
25,2,0,25.0,2.0,11.0,2.0,1.0,0,20.0,20.0,15.0,15.0,15.0
25,2,0,25.0,2.0,11.0,2.0,4.0,0,20.0,20.0,15.0,15.0,15.0
25,2,0,25.0,2.0,11.0,2.0,8.0,0,20.0,20.0,15.0,15.0,15.0
25,2,0,25.0,2.0,11.0,1.0,1.0,0,20.0,20.0,15.0,15.0,15.0
26,2,0,23.0,2.0,11.0,4.0,1.0,0,20.0,20.0,15.0,15.0,10.0
26,2,0,23.0,2.0,11.0,4.0,5.0,0,20.0,20.0,15.0,15.0,10.0
26,2,0,23.0,2.0,11.0,2.0,8.0,0,20.0,20.0,15.0,15.0,10.0
26,2,0,23.0,2.0,11.0,2.0,3.0,0,20.0,20.0,15.0,15.0,10.0
26,2,0,23.0,2.0,11.0,2.0,8.0,0,20.0,20.0,15.0,15.0,10.0
26,2,0,23.0,2.0,11.0,2.0,8.0,0,20.0,20.0,15.0,15.0,10.0
26,2,0,23.0,2.0,11.0,2.0,8.0,0,20.0,20.0,15.0,15.0,10.0
26,2,0,23.0,2.0,11.0,2.0,12.0,0,20.0,20.0,15.0,15.0,10.0
26,2,0,23.0,2.0,11.0,4.0,8.0,0,20.0,20.0,15.0,15.0,10.0
26,2,0,23.0,2.0,11.0,1.0,1.0,0,20.0,20.0,15.0,15.0,10.0
26,2,0,23.0,2.0,11.0,2.0,1.0,0,20.0,20.0,15.0,15.0,10.0
26,2,0,23.0,2.0,11.0,2.0,1.0,0,20.0,20.0,15.0,15.0,10.0
26,2,0,23.0,2.0,11.0,2.0,4.0,0,20.0,20.0,15.0,15.0,10.0
26,2,0,23.0,2.0,11.0,2.0,8.0,0,20.0,20.0,15.0,15.0,10.0
