idg,pid,gender,variable,value_3,value_4
11,167.0,F,Attractive,16.666666666666668,25.0
11,168.0,F,Attractive,16.666666666666668,25.0
11,169.0,F,Attractive,16.666666666666668,25.0
11,170.0,F,Attractive,16.666666666666668,25.0
11,171.0,F,Attractive,16.666666666666668,25.0
11,172.0,F,Attractive,16.666666666666668,25.0
11,173.0,F,Attractive,16.666666666666668,25.0
15,158.0,F,Attractive,25.0,28.57
15,159.0,F,Attractive,25.0,28.57
15,160.0,F,Attractive,25.0,28.57
15,161.0,F,Attractive,25.0,28.57
15,162.0,F,Attractive,25.0,28.57
15,163.0,F,Attractive,25.0,28.57
15,164.0,F,Attractive,25.0,28.57
15,165.0,F,Attractive,25.0,28.57
15,166.0,F,Attractive,25.0,28.57
15,167.0,F,Attractive,25.0,28.57
15,168.0,F,Attractive,25.0,28.57
15,169.0,F,Attractive,25.0,28.57
15,170.0,F,Attractive,25.0,28.57
15,171.0,F,Attractive,25.0,28.57
15,172.0,F,Attractive,25.0,28.57
15,173.0,F,Attractive,25.0,28.57
17,158.0,F,Attractive,20.0,25.0
17,159.0,F,Attractive,20.0,25.0
17,160.0,F,Attractive,20.0,25.0
17,161.0,F,Attractive,20.0,25.0
17,162.0,F,Attractive,20.0,25.0
17,163.0,F,Attractive,20.0,25.0
17,164.0,F,Attractive,20.0,25.0
17,165.0,F,Attractive,20.0,25.0
17,166.0,F,Attractive,20.0,25.0
17,167.0,F,Attractive,20.0,25.0
17,168.0,F,Attractive,20.0,25.0
17,169.0,F,Attractive,20.0,25.0
17,170.0,F,Attractive,20.0,25.0
17,171.0,F,Attractive,20.0,25.0
17,172.0,F,Attractive,20.0,25.0
17,173.0,F,Attractive,20.0,25.0
19,158.0,F,Attractive,18.181818181818183,23.81
19,159.0,F,Attractive,18.181818181818183,23.81
19,160.0,F,Attractive,18.181818181818183,23.81
19,161.0,F,Attractive,18.181818181818183,23.81
19,162.0,F,Attractive,18.181818181818183,23.81
19,163.0,F,Attractive,18.181818181818183,23.81
19,164.0,F,Attractive,18.181818181818183,23.81
19,165.0,F,Attractive,18.181818181818183,23.81
19,166.0,F,Attractive,18.181818181818183,23.81
19,167.0,F,Attractive,18.181818181818183,23.81
19,168.0,F,Attractive,18.181818181818183,23.81
19,169.0,F,Attractive,18.181818181818183,23.81
19,170.0,F,Attractive,18.181818181818183,23.81
19,171.0,F,Attractive,18.181818181818183,23.81
19,172.0,F,Attractive,18.181818181818183,23.81
19,173.0,F,Attractive,18.181818181818183,23.81
21,158.0,F,Attractive,16.666666666666668,24.32
21,159.0,F,Attractive,16.666666666666668,24.32
21,160.0,F,Attractive,16.666666666666668,24.32
21,161.0,F,Attractive,16.666666666666668,24.32
21,162.0,F,Attractive,16.666666666666668,24.32
21,163.0,F,Attractive,16.666666666666668,24.32
21,164.0,F,Attractive,16.666666666666668,24.32
21,165.0,F,Attractive,16.666666666666668,24.32
21,166.0,F,Attractive,16.666666666666668,24.32
21,167.0,F,Attractive,16.666666666666668,24.32
21,168.0,F,Attractive,16.666666666666668,24.32
21,169.0,F,Attractive,16.666666666666668,24.32
21,170.0,F,Attractive,16.666666666666668,24.32
21,171.0,F,Attractive,16.666666666666668,24.32
21,172.0,F,Attractive,16.666666666666668,24.32
21,173.0,F,Attractive,16.666666666666668,24.32
23,158.0,F,Attractive,15.217391304347826,23.53
23,159.0,F,Attractive,15.217391304347826,23.53
23,160.0,F,Attractive,15.217391304347826,23.53
23,161.0,F,Attractive,15.217391304347826,23.53
23,162.0,F,Attractive,15.217391304347826,23.53
23,163.0,F,Attractive,15.217391304347826,23.53
23,164.0,F,Attractive,15.217391304347826,23.53
23,165.0,F,Attractive,15.217391304347826,23.53
23,166.0,F,Attractive,15.217391304347826,23.53
23,167.0,F,Attractive,15.217391304347826,23.53
23,168.0,F,Attractive,15.217391304347826,23.53
23,169.0,F,Attractive,15.217391304347826,23.53
23,170.0,F,Attractive,15.217391304347826,23.53
23,171.0,F,Attractive,15.217391304347826,23.53
23,172.0,F,Attractive,15.217391304347826,23.53
23,173.0,F,Attractive,15.217391304347826,23.53
27,158.0,F,Attractive,17.391304347826086,21.95
27,159.0,F,Attractive,17.391304347826086,21.95
27,160.0,F,Attractive,17.391304347826086,21.95
27,161.0,F,Attractive,17.391304347826086,21.95
27,162.0,F,Attractive,17.391304347826086,21.95
27,163.0,F,Attractive,17.391304347826086,21.95
27,164.0,F,Attractive,17.391304347826086,21.95
27,165.0,F,Attractive,17.391304347826086,21.95
27,166.0,F,Attractive,17.391304347826086,21.95
27,167.0,F,Attractive,17.391304347826086,21.95
27,168.0,F,Attractive,17.391304347826086,21.95
27,169.0,F,Attractive,17.391304347826086,21.95
27,170.0,F,Attractive,17.391304347826086,21.95
27,171.0,F,Attractive,17.391304347826086,21.95
27,172.0,F,Attractive,17.391304347826086,21.95
27,173.0,F,Attractive,17.391304347826086,21.95
29,158.0,F,Attractive,18.867924528301888,18.87
29,159.0,F,Attractive,18.867924528301888,18.87
29,160.0,F,Attractive,18.867924528301888,18.87
29,161.0,F,Attractive,18.867924528301888,18.87
29,162.0,F,Attractive,18.867924528301888,18.87
29,163.0,F,Attractive,18.867924528301888,18.87
29,164.0,F,Attractive,18.867924528301888,18.87
29,165.0,F,Attractive,18.867924528301888,18.87
29,166.0,F,Attractive,18.867924528301888,18.87
29,167.0,F,Attractive,18.867924528301888,18.87
29,168.0,F,Attractive,18.867924528301888,18.87
29,169.0,F,Attractive,18.867924528301888,18.87
29,170.0,F,Attractive,18.867924528301888,18.87
29,171.0,F,Attractive,18.867924528301888,18.87
29,172.0,F,Attractive,18.867924528301888,18.87
29,173.0,F,Attractive,18.867924528301888,18.87
31,158.0,F,Attractive,19.047619047619047,23.26
31,159.0,F,Attractive,19.047619047619047,23.26
31,160.0,F,Attractive,19.047619047619047,23.26
31,161.0,F,Attractive,19.047619047619047,23.26
31,162.0,F,Attractive,19.047619047619047,23.26
31,163.0,F,Attractive,19.047619047619047,23.26
31,164.0,F,Attractive,19.047619047619047,23.26
31,165.0,F,Attractive,19.047619047619047,23.26
31,166.0,F,Attractive,19.047619047619047,23.26
31,167.0,F,Attractive,19.047619047619047,23.26
31,168.0,F,Attractive,19.047619047619047,23.26
31,169.0,F,Attractive,19.047619047619047,23.26
31,170.0,F,Attractive,19.047619047619047,23.26
31,171.0,F,Attractive,19.047619047619047,23.26
31,172.0,F,Attractive,19.047619047619047,23.26
31,173.0,F,Attractive,19.047619047619047,23.26
2,142.0,H,Attractive,21.951219512195124,15.22
2,143.0,H,Attractive,21.951219512195124,15.22
2,144.0,H,Attractive,21.951219512195124,15.22
2,145.0,H,Attractive,21.951219512195124,15.22
2,146.0,H,Attractive,21.951219512195124,15.22
2,147.0,H,Attractive,21.951219512195124,15.22
2,148.0,H,Attractive,21.951219512195124,15.22
2,149.0,H,Attractive,21.951219512195124,15.22
2,150.0,H,Attractive,21.951219512195124,15.22
2,151.0,H,Attractive,21.951219512195124,15.22
2,152.0,H,Attractive,21.951219512195124,15.22
2,153.0,H,Attractive,21.951219512195124,15.22
2,154.0,H,Attractive,21.951219512195124,15.22
2,155.0,H,Attractive,21.951219512195124,15.22
2,156.0,H,Attractive,21.951219512195124,15.22
2,157.0,H,Attractive,21.951219512195124,15.22
4,142.0,H,Attractive,22.22222222222222,14.81
4,143.0,H,Attractive,22.22222222222222,14.81
4,144.0,H,Attractive,22.22222222222222,14.81
4,145.0,H,Attractive,22.22222222222222,14.81
4,146.0,H,Attractive,22.22222222222222,14.81
4,147.0,H,Attractive,22.22222222222222,14.81
4,148.0,H,Attractive,22.22222222222222,14.81
4,149.0,H,Attractive,22.22222222222222,14.81
4,150.0,H,Attractive,22.22222222222222,14.81
4,151.0,H,Attractive,22.22222222222222,14.81
4,152.0,H,Attractive,22.22222222222222,14.81
4,153.0,H,Attractive,22.22222222222222,14.81
4,154.0,H,Attractive,22.22222222222222,14.81
4,155.0,H,Attractive,22.22222222222222,14.81
4,156.0,H,Attractive,22.22222222222222,14.81
4,157.0,H,Attractive,22.22222222222222,14.81
6,142.0,H,Attractive,19.565217391304348,14.29
6,143.0,H,Attractive,19.565217391304348,14.29
6,144.0,H,Attractive,19.565217391304348,14.29
6,145.0,H,Attractive,19.565217391304348,14.29
6,146.0,H,Attractive,19.565217391304348,14.29
6,147.0,H,Attractive,19.565217391304348,14.29
6,148.0,H,Attractive,19.565217391304348,14.29
6,149.0,H,Attractive,19.565217391304348,14.29
6,150.0,H,Attractive,19.565217391304348,14.29
6,151.0,H,Attractive,19.565217391304348,14.29
6,152.0,H,Attractive,19.565217391304348,14.29
6,153.0,H,Attractive,19.565217391304348,14.29
6,154.0,H,Attractive,19.565217391304348,14.29
6,155.0,H,Attractive,19.565217391304348,14.29
6,156.0,H,Attractive,19.565217391304348,14.29
6,157.0,H,Attractive,19.565217391304348,14.29
8,142.0,H,Attractive,16.0,14.55
8,143.0,H,Attractive,16.0,14.55
8,144.0,H,Attractive,16.0,14.55
8,145.0,H,Attractive,16.0,14.55
8,146.0,H,Attractive,16.0,14.55
8,147.0,H,Attractive,16.0,14.55
8,148.0,H,Attractive,16.0,14.55
8,149.0,H,Attractive,16.0,14.55
8,150.0,H,Attractive,16.0,14.55
8,151.0,H,Attractive,16.0,14.55
8,152.0,H,Attractive,16.0,14.55
8,153.0,H,Attractive,16.0,14.55
8,154.0,H,Attractive,16.0,14.55
8,155.0,H,Attractive,16.0,14.55
8,156.0,H,Attractive,16.0,14.55
8,157.0,H,Attractive,16.0,14.55
10,142.0,H,Attractive,18.6046511627907,13.04
10,143.0,H,Attractive,18.6046511627907,13.04
10,144.0,H,Attractive,18.6046511627907,13.04
10,145.0,H,Attractive,18.6046511627907,13.04
10,146.0,H,Attractive,18.6046511627907,13.04
10,147.0,H,Attractive,18.6046511627907,13.04
10,148.0,H,Attractive,18.6046511627907,13.04
10,149.0,H,Attractive,18.6046511627907,13.04
10,150.0,H,Attractive,18.6046511627907,13.04
10,151.0,H,Attractive,18.6046511627907,13.04
10,152.0,H,Attractive,18.6046511627907,13.04
10,153.0,H,Attractive,18.6046511627907,13.04
10,154.0,H,Attractive,18.6046511627907,13.04
10,155.0,H,Attractive,18.6046511627907,13.04
10,156.0,H,Attractive,18.6046511627907,13.04
10,157.0,H,Attractive,18.6046511627907,13.04
12,142.0,H,Attractive,16.666666666666668,14.29
12,143.0,H,Attractive,16.666666666666668,14.29
12,144.0,H,Attractive,16.666666666666668,14.29
12,145.0,H,Attractive,16.666666666666668,14.29
12,146.0,H,Attractive,16.666666666666668,14.29
12,147.0,H,Attractive,16.666666666666668,14.29
12,148.0,H,Attractive,16.666666666666668,14.29
12,149.0,H,Attractive,16.666666666666668,14.29
12,150.0,H,Attractive,16.666666666666668,14.29
12,151.0,H,Attractive,16.666666666666668,14.29
12,152.0,H,Attractive,16.666666666666668,14.29
12,153.0,H,Attractive,16.666666666666668,14.29
12,154.0,H,Attractive,16.666666666666668,14.29
12,155.0,H,Attractive,16.666666666666668,14.29
12,156.0,H,Attractive,16.666666666666668,14.29
12,157.0,H,Attractive,16.666666666666668,14.29
14,142.0,H,Attractive,24.242424242424242,21.88
14,143.0,H,Attractive,24.242424242424242,21.88
14,144.0,H,Attractive,24.242424242424242,21.88
14,145.0,H,Attractive,24.242424242424242,21.88
14,146.0,H,Attractive,24.242424242424242,21.88
14,147.0,H,Attractive,24.242424242424242,21.88
14,148.0,H,Attractive,24.242424242424242,21.88
14,149.0,H,Attractive,24.242424242424242,21.88
14,150.0,H,Attractive,24.242424242424242,21.88
14,151.0,H,Attractive,24.242424242424242,21.88
14,152.0,H,Attractive,24.242424242424242,21.88
14,153.0,H,Attractive,24.242424242424242,21.88
14,154.0,H,Attractive,24.242424242424242,21.88
14,155.0,H,Attractive,24.242424242424242,21.88
14,156.0,H,Attractive,24.242424242424242,21.88
14,157.0,H,Attractive,24.242424242424242,21.88
16,142.0,H,Attractive,26.31578947368421,9.09
16,143.0,H,Attractive,26.31578947368421,9.09
16,144.0,H,Attractive,26.31578947368421,9.09
16,145.0,H,Attractive,26.31578947368421,9.09
16,146.0,H,Attractive,26.31578947368421,9.09
16,147.0,H,Attractive,26.31578947368421,9.09
16,148.0,H,Attractive,26.31578947368421,9.09
16,149.0,H,Attractive,26.31578947368421,9.09
16,150.0,H,Attractive,26.31578947368421,9.09
16,151.0,H,Attractive,26.31578947368421,9.09
16,152.0,H,Attractive,26.31578947368421,9.09
16,153.0,H,Attractive,26.31578947368421,9.09
16,154.0,H,Attractive,26.31578947368421,9.09
16,155.0,H,Attractive,26.31578947368421,9.09
16,156.0,H,Attractive,26.31578947368421,9.09
16,157.0,H,Attractive,26.31578947368421,9.09
18,142.0,H,Attractive,21.27659574468085,21.74
18,143.0,H,Attractive,21.27659574468085,21.74
18,144.0,H,Attractive,21.27659574468085,21.74
18,145.0,H,Attractive,21.27659574468085,21.74
18,146.0,H,Attractive,21.27659574468085,21.74
18,147.0,H,Attractive,21.27659574468085,21.74
18,148.0,H,Attractive,21.27659574468085,21.74
18,149.0,H,Attractive,21.27659574468085,21.74
18,150.0,H,Attractive,21.27659574468085,21.74
18,151.0,H,Attractive,21.27659574468085,21.74
18,152.0,H,Attractive,21.27659574468085,21.74
18,153.0,H,Attractive,21.27659574468085,21.74
18,154.0,H,Attractive,21.27659574468085,21.74
18,155.0,H,Attractive,21.27659574468085,21.74
18,156.0,H,Attractive,21.27659574468085,21.74
18,157.0,H,Attractive,21.27659574468085,21.74
20,142.0,H,Attractive,23.68421052631579,13.64
20,143.0,H,Attractive,23.68421052631579,13.64
20,144.0,H,Attractive,23.68421052631579,13.64
20,145.0,H,Attractive,23.68421052631579,13.64
20,146.0,H,Attractive,23.68421052631579,13.64
20,147.0,H,Attractive,23.68421052631579,13.64
20,148.0,H,Attractive,23.68421052631579,13.64
20,149.0,H,Attractive,23.68421052631579,13.64
20,150.0,H,Attractive,23.68421052631579,13.64
20,151.0,H,Attractive,23.68421052631579,13.64
20,152.0,H,Attractive,23.68421052631579,13.64
20,153.0,H,Attractive,23.68421052631579,13.64
20,154.0,H,Attractive,23.68421052631579,13.64
20,155.0,H,Attractive,23.68421052631579,13.64
20,156.0,H,Attractive,23.68421052631579,13.64
20,157.0,H,Attractive,23.68421052631579,13.64
24,142.0,H,Attractive,21.27659574468085,20.0
24,143.0,H,Attractive,21.27659574468085,20.0
24,144.0,H,Attractive,21.27659574468085,20.0
24,145.0,H,Attractive,21.27659574468085,20.0
24,146.0,H,Attractive,21.27659574468085,20.0
24,147.0,H,Attractive,21.27659574468085,20.0
24,148.0,H,Attractive,21.27659574468085,20.0
24,149.0,H,Attractive,21.27659574468085,20.0
24,150.0,H,Attractive,21.27659574468085,20.0
24,151.0,H,Attractive,21.27659574468085,20.0
24,152.0,H,Attractive,21.27659574468085,20.0
24,153.0,H,Attractive,21.27659574468085,20.0
24,154.0,H,Attractive,21.27659574468085,20.0
24,155.0,H,Attractive,21.27659574468085,20.0
24,156.0,H,Attractive,21.27659574468085,20.0
24,157.0,H,Attractive,21.27659574468085,20.0
26,142.0,H,Attractive,18.6046511627907,17.78
26,143.0,H,Attractive,18.6046511627907,17.78
26,144.0,H,Attractive,18.6046511627907,17.78
26,145.0,H,Attractive,18.6046511627907,17.78
26,146.0,H,Attractive,18.6046511627907,17.78
26,147.0,H,Attractive,18.6046511627907,17.78
26,148.0,H,Attractive,18.6046511627907,17.78
26,149.0,H,Attractive,18.6046511627907,17.78
26,150.0,H,Attractive,18.6046511627907,17.78
26,151.0,H,Attractive,18.6046511627907,17.78
26,152.0,H,Attractive,18.6046511627907,17.78
26,153.0,H,Attractive,18.6046511627907,17.78
26,154.0,H,Attractive,18.6046511627907,17.78
26,155.0,H,Attractive,18.6046511627907,17.78
26,156.0,H,Attractive,18.6046511627907,17.78
26,157.0,H,Attractive,18.6046511627907,17.78
28,142.0,H,Attractive,19.565217391304348,15.22
28,143.0,H,Attractive,19.565217391304348,15.22
28,144.0,H,Attractive,19.565217391304348,15.22
28,145.0,H,Attractive,19.565217391304348,15.22
28,146.0,H,Attractive,19.565217391304348,15.22
28,147.0,H,Attractive,19.565217391304348,15.22
28,148.0,H,Attractive,19.565217391304348,15.22
28,149.0,H,Attractive,19.565217391304348,15.22
28,150.0,H,Attractive,19.565217391304348,15.22
28,151.0,H,Attractive,19.565217391304348,15.22
28,152.0,H,Attractive,19.565217391304348,15.22
28,153.0,H,Attractive,19.565217391304348,15.22
28,154.0,H,Attractive,19.565217391304348,15.22
28,155.0,H,Attractive,19.565217391304348,15.22
28,156.0,H,Attractive,19.565217391304348,15.22
28,157.0,H,Attractive,19.565217391304348,15.22
30,142.0,H,Attractive,28.125,17.39
30,143.0,H,Attractive,28.125,17.39
30,144.0,H,Attractive,28.125,17.39
30,145.0,H,Attractive,28.125,17.39
30,146.0,H,Attractive,28.125,17.39
30,147.0,H,Attractive,28.125,17.39
30,148.0,H,Attractive,28.125,17.39
30,149.0,H,Attractive,28.125,17.39
30,150.0,H,Attractive,28.125,17.39
30,151.0,H,Attractive,28.125,17.39
30,152.0,H,Attractive,28.125,17.39
30,153.0,H,Attractive,28.125,17.39
30,154.0,H,Attractive,28.125,17.39
30,155.0,H,Attractive,28.125,17.39
30,156.0,H,Attractive,28.125,17.39
30,157.0,H,Attractive,28.125,17.39
32,142.0,H,Attractive,19.51219512195122,14.58
32,143.0,H,Attractive,19.51219512195122,14.58
32,144.0,H,Attractive,19.51219512195122,14.58
32,145.0,H,Attractive,19.51219512195122,14.58
32,146.0,H,Attractive,19.51219512195122,14.58
32,147.0,H,Attractive,19.51219512195122,14.58
32,148.0,H,Attractive,19.51219512195122,14.58
32,149.0,H,Attractive,19.51219512195122,14.58
32,150.0,H,Attractive,19.51219512195122,14.58
32,151.0,H,Attractive,19.51219512195122,14.58
32,152.0,H,Attractive,19.51219512195122,14.58
32,153.0,H,Attractive,19.51219512195122,14.58
32,154.0,H,Attractive,19.51219512195122,14.58
32,155.0,H,Attractive,19.51219512195122,14.58
32,156.0,H,Attractive,19.51219512195122,14.58
32,157.0,H,Attractive,19.51219512195122,14.58
1,184.0,F,Attractive,18.6046511627907,17.07
1,185.0,F,Attractive,18.6046511627907,17.07
1,186.0,F,Attractive,18.6046511627907,17.07
1,187.0,F,Attractive,18.6046511627907,17.07
1,188.0,F,Attractive,18.6046511627907,17.07
1,189.0,F,Attractive,18.6046511627907,17.07
1,190.0,F,Attractive,18.6046511627907,17.07
1,191.0,F,Attractive,18.6046511627907,17.07
1,192.0,F,Attractive,18.6046511627907,17.07
1,193.0,F,Attractive,18.6046511627907,17.07
3,184.0,F,Attractive,23.80952380952381,22.22
3,185.0,F,Attractive,23.80952380952381,22.22
3,186.0,F,Attractive,23.80952380952381,22.22
3,187.0,F,Attractive,23.80952380952381,22.22
3,188.0,F,Attractive,23.80952380952381,22.22
3,189.0,F,Attractive,23.80952380952381,22.22
3,190.0,F,Attractive,23.80952380952381,22.22
3,191.0,F,Attractive,23.80952380952381,22.22
3,192.0,F,Attractive,23.80952380952381,22.22
3,193.0,F,Attractive,23.80952380952381,22.22
5,184.0,F,Attractive,17.391304347826086,18.75
5,185.0,F,Attractive,17.391304347826086,18.75
5,186.0,F,Attractive,17.391304347826086,18.75
5,187.0,F,Attractive,17.391304347826086,18.75
5,188.0,F,Attractive,17.391304347826086,18.75
5,189.0,F,Attractive,17.391304347826086,18.75
5,190.0,F,Attractive,17.391304347826086,18.75
5,191.0,F,Attractive,17.391304347826086,18.75
5,192.0,F,Attractive,17.391304347826086,18.75
5,193.0,F,Attractive,17.391304347826086,18.75
7,184.0,F,Attractive,25.0,25.0
7,185.0,F,Attractive,25.0,25.0
7,186.0,F,Attractive,25.0,25.0
7,187.0,F,Attractive,25.0,25.0
7,188.0,F,Attractive,25.0,25.0
7,189.0,F,Attractive,25.0,25.0
7,190.0,F,Attractive,25.0,25.0
7,191.0,F,Attractive,25.0,25.0
7,192.0,F,Attractive,25.0,25.0
7,193.0,F,Attractive,25.0,25.0
9,184.0,F,Attractive,20.930232558139537,22.73
9,185.0,F,Attractive,20.930232558139537,22.73
9,186.0,F,Attractive,20.930232558139537,22.73
9,187.0,F,Attractive,20.930232558139537,22.73
9,188.0,F,Attractive,20.930232558139537,22.73
9,189.0,F,Attractive,20.930232558139537,22.73
9,190.0,F,Attractive,20.930232558139537,22.73
9,191.0,F,Attractive,20.930232558139537,22.73
9,192.0,F,Attractive,20.930232558139537,22.73
9,193.0,F,Attractive,20.930232558139537,22.73
11,184.0,F,Attractive,14.893617021276595,22.73
11,185.0,F,Attractive,14.893617021276595,22.73
11,186.0,F,Attractive,14.893617021276595,22.73
11,187.0,F,Attractive,14.893617021276595,22.73
11,188.0,F,Attractive,14.893617021276595,22.73
11,189.0,F,Attractive,14.893617021276595,22.73
11,190.0,F,Attractive,14.893617021276595,22.73
11,191.0,F,Attractive,14.893617021276595,22.73
11,192.0,F,Attractive,14.893617021276595,22.73
11,193.0,F,Attractive,14.893617021276595,22.73
13,184.0,F,Attractive,19.51219512195122,18.6
13,185.0,F,Attractive,19.51219512195122,18.6
13,186.0,F,Attractive,19.51219512195122,18.6
13,187.0,F,Attractive,19.51219512195122,18.6
13,188.0,F,Attractive,19.51219512195122,18.6
13,189.0,F,Attractive,19.51219512195122,18.6
13,190.0,F,Attractive,19.51219512195122,18.6
13,191.0,F,Attractive,19.51219512195122,18.6
13,192.0,F,Attractive,19.51219512195122,18.6
13,193.0,F,Attractive,19.51219512195122,18.6
15,184.0,F,Attractive,18.867924528301888,18.87
15,185.0,F,Attractive,18.867924528301888,18.87
15,186.0,F,Attractive,18.867924528301888,18.87
15,187.0,F,Attractive,18.867924528301888,18.87
15,188.0,F,Attractive,18.867924528301888,18.87
15,189.0,F,Attractive,18.867924528301888,18.87
15,190.0,F,Attractive,18.867924528301888,18.87
15,191.0,F,Attractive,18.867924528301888,18.87
15,192.0,F,Attractive,18.867924528301888,18.87
15,193.0,F,Attractive,18.867924528301888,18.87
17,184.0,F,Attractive,22.22222222222222,19.23
17,185.0,F,Attractive,22.22222222222222,19.23
17,186.0,F,Attractive,22.22222222222222,19.23
17,187.0,F,Attractive,22.22222222222222,19.23
